CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
04342393000172,301046,04342393,04342393,0001,72,1.0,SCTRANS,2.0,20010313.0,0.0,,,20010313.0,8411600.0,,RUA,BARAO DO RIO BRANCO,309,TERREO,CENTRO,58900000.0,PB,1975.0,83.0,35315630,,,83.0,5315630,,,,1975.0,CAJAZEIRAS
04342393000172,50001,04342393,04342393,0001,72,1.0,SCTRANS,2.0,20010313.0,0.0,,,20010313.0,8411600.0,,RUA,BARAO DO RIO BRANCO,309,TERREO,CENTRO,58900000.0,PB,1975.0,83.0,35315630,,,83.0,5315630,,,,1975.0,CAJAZEIRAS
04415308000159,50001,04415308,04415308,0001,59,1.0,,8.0,20011211.0,1.0,,,20010502.0,9430800.0,"9493600,9499500",AVENIDA,RIO BRANCO,148,,CENTRO,58253000.0,PB,1973.0,,,,,,,,,,1973.0,CAICARA
04424111000186,100001,04424111,04424111,0001,86,1.0,CMAFUNDEF,2.0,20010405.0,0.0,,,20010405.0,8411600.0,,AVENIDA,DUARTE LIMA,206,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751059,pmserraria@netwaybbs.com.br,,,2219.0,SERRARIA
04424145000170,100001,04424145,04424145,0001,70,1.0,CMAS DE SERRARIA,2.0,20010329.0,0.0,,,20010329.0,8411600.0,,AVENIDA,DUARTE LIMA,320,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751059,pmserraria@netwaybbs.combr,,,2219.0,SERRARIA
04424158000140,100001,04424158,04424158,0001,40,1.0,CMAE - SERRARIA,2.0,20010131.0,0.0,,,20010131.0,8411600.0,,AVENIDA,DUARTE LIMA,206,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751059,pmserraria@netwaybbs.com.br,,,2219.0,SERRARIA
04424183000123,100001,04424183,04424183,0001,23,1.0,CMDCA DE SERRARIA,2.0,20010321.0,0.0,,,20010321.0,8411600.0,,PRACA,ANTONIO BENTO,93,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751059,pmserraria@netwaybbs.com.br,,,2219.0,SERRARIA
04440591000179,90101,04440591,04440591,0001,79,1.0,,4.0,20190131.0,63.0,,,20010516.0,9430800.0,"9493600,9499500",TRAVESSA,EUNAPIO PINTO RAMALHO,28,TERREO,CENTRO,58925000.0,PB,2167.0,83.0,5421090,,,,,,,,2167.0,SANTA HELENA
04442483000135,101068,04442483,04442483,0001,35,1.0,,2.0,20010101.0,0.0,,,20010101.0,8411600.0,,RUA,DA MATRIZ,107,,CENTRO,58289000.0,PB,474.0,,,,,,,,,,474.0,CUITE DE MAMANGUAPE
04442483000135,60001,04442483,04442483,0001,35,1.0,,2.0,20010101.0,0.0,,,20010101.0,8411600.0,,RUA,DA MATRIZ,107,,CENTRO,58289000.0,PB,474.0,,,,,,,,,,474.0,CUITE DE MAMANGUAPE
04460214000100,50001,04460214,04460214,0001,00,1.0,,4.0,20190131.0,63.0,,,20010515.0,9430800.0,"9493600,9499500",RUA,LIBIO BRASILEIRO,SN,TERREO,CENTRO,58900000.0,PB,1975.0,,,,,,,,,,1975.0,CAJAZEIRAS
04469484000173,70001,04469484,04469484,0001,73,1.0,E.M.E.F.T.C.,4.0,20190131.0,63.0,,,20010530.0,8513900.0,,SITIO,TORRE DOS CUSTODIOS,S/N,,ZONA RURAL,58380000.0,PB,2037.0,,,,,,,,,,2037.0,INGA
04480043000172,301153,04480043,04480043,0001,72,1.0,IPSERM,2.0,19940601.0,0.0,,,19940601.0,8430200.0,,RUA,SARGENTO ALCIDES MARQUES,90,TERREOANEXO 02,SAO SILVESTRE,58755000.0,PB,2147.0,83.0,99698865,,,,,TEREZACONTPUBLICA@HOTMAIL.COM,,,2147.0,PRINCESA ISABEL
04480043000172,90004,04480043,04480043,0001,72,1.0,IPSERM,2.0,19940601.0,0.0,,,19940601.0,8430200.0,,RUA,SARGENTO ALCIDES MARQUES,90,TERREOANEXO 02,SAO SILVESTRE,58755000.0,PB,2147.0,83.0,99698865,,,,,TEREZACONTPUBLICA@HOTMAIL.COM,,,2147.0,PRINCESA ISABEL
04551067000175,100001,04551067,04551067,0001,75,1.0,IPSER,4.0,20190131.0,63.0,,,20010705.0,8430200.0,,RUA,MAJOR COSTA,S/N,,CENTRO,58260000.0,PB,2213.0,8399.0,99819916,,,83.0,2771181,,,,2213.0,SERRA DA RAIZ
04569259000109,80001,04569259,04569259,0001,09,1.0,CENTRO DA JUVENTUDE DE MANGABEIRA,2.0,20010730.0,0.0,,,20010730.0,8513900.0,,RUA,ARNALDO DE BARROS MOREIRA,71,,MANGABEIRA I,58055620.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
04574945000178,100001,04574945,04574945,0001,78,1.0,,4.0,20190131.0,63.0,,,20010718.0,8800600.0,,LARGO,DA MATRIZ,66,,CENTRO,58260000.0,PB,2213.0,,,,,,,,,,2213.0,SERRA DA RAIZ
04625431000102,60001,04625431,04625431,0001,02,1.0,FUNDACAO VIDA NOVA,2.0,20190913.0,0.0,,,20010811.0,9430800.0,"9493600,9499500",RUA,PREFEITO JOAO FAUSTO,501,,CENTRO,58970000.0,PB,1989.0,,,,,,,,,,1989.0,CONCEICAO
04686235000130,100001,04686235,04686235,0001,30,1.0,CONSELHO TUTELAR DE SERRARIA,2.0,20010903.0,0.0,,,20010903.0,8411600.0,,AVENIDA,DUARTE LIMA,320,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751959,pmserraria@uol.com.br,,,2219.0,SERRARIA
04691419000198,10001,04691419,04691419,0001,98,1.0,I.M.P.A,2.0,20010806.0,0.0,,,20010806.0,8430200.0,,RUA,GAMA ROZA,S/N,,CENTRO,58396000.0,PB,1917.0,,,,,,,,,,1917.0,ARARA
04691419000198,301012,04691419,04691419,0001,98,1.0,I.M.P.A,2.0,20010806.0,0.0,,,20010806.0,8430200.0,,RUA,GAMA ROZA,S/N,,CENTRO,58396000.0,PB,1917.0,,,,,,,,,,1917.0,ARARA
04721463000101,101007,04721463,04721463,0001,01,1.0,,2.0,20011018.0,0.0,,,20011018.0,8411600.0,,RUA,ANTONIO TOMAZ,S/N,,CENTRO,58665000.0,PB,538.0,83.0,3821250,,,83.0,3821250,ivanilldogouveia@globo.com,,,538.0,TENORIO
04721463000101,101216,04721463,04721463,0001,01,1.0,,2.0,20011018.0,0.0,,,20011018.0,8411600.0,,RUA,ANTONIO TOMAZ,S/N,,CENTRO,58665000.0,PB,538.0,83.0,3821250,,,83.0,3821250,ivanilldogouveia@globo.com,,,538.0,TENORIO
04809903000179,101002,04809903,04809903,0001,79,1.0,IPAMS,2.0,20051103.0,0.0,,,19891116.0,8430200.0,,AVENIDA,PRIMEIRO DE ABRIL,SN,,CENTRO,58540000.0,PB,2227.0,83.0,33532274,,,83.0,33532274.0,,,,2227.0,SUME
04809903000179,301212,04809903,04809903,0001,79,1.0,IPAMS,2.0,20051103.0,0.0,,,19891116.0,8430200.0,,AVENIDA,PRIMEIRO DE ABRIL,SN,,CENTRO,58540000.0,PB,2227.0,83.0,33532274,,,83.0,33532274.0,,,,2227.0,SUME
04816974000107,101015,04816974,04816974,0001,07,1.0,FUNDESC,2.0,20000602.0,0.0,,,20000602.0,9001999.0,,RUA,CONSELHEIRO HENRIQUE,159,,CENTRO,58010690.0,PB,2051.0,,,,,,,,,,2051.0,JOAO PESSOA
04827493000199,90003,04827493,04827493,0001,99,1.0,,2.0,19910422.0,0.0,,,19910422.0,8610102.0,"8621601,8621602",RUA,ANTONIO LOPES DA SILVA,S/N,,CENTRO,58765000.0,PB,2127.0,,,,,,,,,,2127.0,PIANCO
04832786000164,101064,04832786,04832786,0001,64,1.0,PODER LEGISLATIVO,2.0,19940429.0,0.0,,,19940429.0,8411600.0,,AVENIDA,MANOEL JOSE DAS NEVES,44,0,CENTRO,58588000.0,PB,472.0,83.0,3061018,,,83.0,3061018,jgbas@uol.com.br,,,472.0,COXIXOLA
04832786000164,60001,04832786,04832786,0001,64,1.0,PODER LEGISLATIVO,2.0,19940429.0,0.0,,,19940429.0,8411600.0,,AVENIDA,MANOEL JOSE DAS NEVES,44,0,CENTRO,58588000.0,PB,472.0,83.0,3061018,,,83.0,3061018,jgbas@uol.com.br,,,472.0,COXIXOLA
04838295000120,101015,04838295,04838295,0001,20,1.0,AGENCIA DE REGULACAO DO ESTADO DA PARAIBA,2.0,20011129.0,0.0,,,20011129.0,8413200.0,,AVENIDA,MINISTRO JOSE AMERICO DE ALMEIDA,73,,TORRE,58040300.0,PB,2051.0,83.0,32184466,,,83.0,2186678,ARPB@ARPB.PB.GOV.BR,,,2051.0,JOAO PESSOA
04838295000120,90201,04838295,04838295,0001,20,1.0,AGENCIA DE REGULACAO DO ESTADO DA PARAIBA,2.0,20011129.0,0.0,,,20011129.0,8413200.0,,AVENIDA,MINISTRO JOSE AMERICO DE ALMEIDA,73,,TORRE,58040300.0,PB,2051.0,83.0,32184466,,,83.0,2186678,ARPB@ARPB.PB.GOV.BR,,,2051.0,JOAO PESSOA
04849697000120,50001,04849697,04849697,0001,20,1.0,FMS - CABEDELO,2.0,19921023.0,0.0,,,19921023.0,8690999.0,,AVENIDA,DUQUE DE CAXIAS,SN,,CENTRO,58100100.0,PB,1965.0,,,,,,,,,,1965.0,CABEDELO
04849697000120,601040,04849697,04849697,0001,20,1.0,FMS - CABEDELO,2.0,19921023.0,0.0,,,19921023.0,8690999.0,,AVENIDA,DUQUE DE CAXIAS,SN,,CENTRO,58100100.0,PB,1965.0,,,,,,,,,,1965.0,CABEDELO
04865760000112,101015,04865760,04865760,0001,12,1.0,FUNDO ESPECIAL DO CORPO DE BOMBEIROS - FUNESBOM,2.0,20010707.0,0.0,,,20010707.0,8411600.0,,,BR 230,KM  29,,MARES,58088202.0,PB,2051.0,83.0,2185747,,,83.0,2185746,,,,2051.0,JOAO PESSOA
04865760000112,570001,04865760,04865760,0001,12,1.0,FUNDO ESPECIAL DO CORPO DE BOMBEIROS - FUNESBOM,2.0,20010707.0,0.0,,,20010707.0,8411600.0,,,BR 230,KM  29,,MARES,58088202.0,PB,2051.0,83.0,2185747,,,83.0,2185746,,,,2051.0,JOAO PESSOA
04875700000180,301123,04875700,04875700,0001,80,1.0,C E N D O V,2.0,20220902.0,0.0,,,20001229.0,8411600.0,,PARQUE,DE EXP DE ANIMAIS JOAO F. VENTURA,000000,,ZONA RURAL,58500000.0,PB,2095.0,83.0,3511528,,,,,,,,2095.0,MONTEIRO
04875700000180,90002,04875700,04875700,0001,80,1.0,C E N D O V,2.0,20220902.0,0.0,,,20001229.0,8411600.0,,PARQUE,DE EXP DE ANIMAIS JOAO F. VENTURA,000000,,ZONA RURAL,58500000.0,PB,2095.0,83.0,3511528,,,,,,,,2095.0,MONTEIRO
04886240000196,101015,04886240,04886240,0001,96,1.0,AAGISA,4.0,20181120.0,63.0,,,20011129.0,8413200.0,,AVENIDA,EPITACIO PESSOA,1457,2 ANDAR,BAIRRO DOS ESTADOS,58030001.0,PB,2051.0,83.0,2184600,,,,,,,,2051.0,JOAO PESSOA
04887257000168,301082,04887257,04887257,0001,68,1.0,IAPM,2.0,20020201.0,0.0,,,20020201.0,8430200.0,,AVENIDA,JUSCELINO KUBITSCHEK,620,,JUA,58200000.0,PB,2027.0,83.0,93813902,,,83.0,2712441,FMIRANDAMEDEIROS@GMAIL.COM,,,2027.0,GUARABIRA
04887257000168,70001,04887257,04887257,0001,68,1.0,IAPM,2.0,20020201.0,0.0,,,20020201.0,8430200.0,,AVENIDA,JUSCELINO KUBITSCHEK,620,,JUA,58200000.0,PB,2027.0,83.0,93813902,,,83.0,2712441,FMIRANDAMEDEIROS@GMAIL.COM,,,2027.0,GUARABIRA
04896266000115,301107,04896266,04896266,0001,15,1.0,IPM,2.0,20190115.0,0.0,,,20020219.0,8430200.0,,AVENIDA,AMERICO FALCAO,736,,CENTRO,58315000.0,PB,2073.0,83.0,2931086,,,83.0,2931218,seduca@terra.com.br,,,2073.0,LUCENA
04896266000115,90001,04896266,04896266,0001,15,1.0,IPM,2.0,20190115.0,0.0,,,20020219.0,8430200.0,,AVENIDA,AMERICO FALCAO,736,,CENTRO,58315000.0,PB,2073.0,83.0,2931086,,,83.0,2931218,seduca@terra.com.br,,,2073.0,LUCENA
04911865000160,301074,04911865,04911865,0001,60,1.0,IPMD,2.0,20010102.0,0.0,,,20010102.0,8430200.0,,RUA,POSIDONIO JOSE DA COSTA,SN,,CENTRO,58994000.0,PB,2013.0,83.0,4941067,,,,,,,,2013.0,DIAMANTE
04911865000160,70001,04911865,04911865,0001,60,1.0,IPMD,2.0,20010102.0,0.0,,,20010102.0,8430200.0,,RUA,POSIDONIO JOSE DA COSTA,SN,,CENTRO,58994000.0,PB,2013.0,83.0,4941067,,,,,,,,2013.0,DIAMANTE
04926318000159,90003,04926318,04926318,0001,59,1.0,FUNGERALDA,4.0,20231109.0,63.0,,,20020311.0,9430800.0,"9493600,9499500",RUA,IRINEU LACERDA,S/N,,JATOBA,58700970.0,PB,2117.0,83.0,34213863,,,,,,,,2117.0,PATOS
04930156000122,301158,04930156,04930156,0001,22,1.0,I P A M,2.0,20190523.0,0.0,,,20020307.0,8430200.0,,RUA,MANOEL TOMAZ DE AQUINO,485,CENTRO,CENTRO,58235000.0,PB,502.0,83.0,6391001,,,83.0,6391001,pmriachao@bol.com.br,,,502.0,RIACHAO
04930156000122,90101,04930156,04930156,0001,22,1.0,I P A M,2.0,20190523.0,0.0,,,20020307.0,8430200.0,,RUA,MANOEL TOMAZ DE AQUINO,485,CENTRO,CENTRO,58235000.0,PB,502.0,83.0,6391001,,,83.0,6391001,pmriachao@bol.com.br,,,502.0,RIACHAO
04936023000163,70001,04936023,04936023,0001,63,1.0,SECRETARIA DE SAUDE,2.0,20020208.0,0.0,,,20020208.0,8690999.0,,RUA,POSSIDONIO JOSE DA COSTA,S/N,,CENTRO,58994000.0,PB,2013.0,83.0,4941067,,,83.0,4941067.0,,,,2013.0,DIAMANTE
04964530000100,101164,04964530,04964530,0001,00,1.0,CASA FELIZARDO TRINDADE DE FIGUEIREDO,2.0,20010101.0,0.0,,,20010101.0,8411600.0,,RUA,JOSE MACIEL DE SOUSA,96,,CENTRO,58650000.0,PB,2161.0,,,,,,,,,,2161.0,SALGADINHO
04964530000100,90101,04964530,04964530,0001,00,1.0,CASA FELIZARDO TRINDADE DE FIGUEIREDO,2.0,20010101.0,0.0,,,20010101.0,8411600.0,,RUA,JOSE MACIEL DE SOUSA,96,,CENTRO,58650000.0,PB,2161.0,,,,,,,,,,2161.0,SALGADINHO
05012350000191,101015,05012350,05012350,0001,91,1.0,AGEVISA -PB,2.0,20020412.0,0.0,,,20020412.0,8690999.0,,AVENIDA,JOAO MACHADO,109,1 ANDAR,CENTRO,58013520.0,PB,2051.0,83.0,2413843,,,83.0,2413843,visapb@openline.com.br,,,2051.0,JOAO PESSOA
05012350000191,250201,05012350,05012350,0001,91,1.0,AGEVISA -PB,2.0,20020412.0,0.0,,,20020412.0,8690999.0,,AVENIDA,JOAO MACHADO,109,1 ANDAR,CENTRO,58013520.0,PB,2051.0,83.0,2413843,,,83.0,2413843,visapb@openline.com.br,,,2051.0,JOAO PESSOA
05065089000198,20001,05065089,05065089,0001,98,1.0,IPSMB,2.0,20181217.0,0.0,,,19930525.0,8430200.0,,RUA,GOVERNADOR FLAVIO RIBEIRO COUTINHO,71,,CENTRO,58255000.0,PB,1939.0,83.0,32611489,83.0,32611505,83.0,32612425.0,belemprev@hotmail.com,,,1939.0,BELEM
05065089000198,301026,05065089,05065089,0001,98,1.0,IPSMB,2.0,20181217.0,0.0,,,19930525.0,8430200.0,,RUA,GOVERNADOR FLAVIO RIBEIRO COUTINHO,71,,CENTRO,58255000.0,PB,1939.0,83.0,32611489,83.0,32611505,83.0,32612425.0,belemprev@hotmail.com,,,1939.0,BELEM
05074663000174,301146,05074663,05074663,0001,74,1.0,INSTITUTO DE PREVIDENCIA MUNICIPAL DE PIRPIRITUBA,2.0,20190218.0,0.0,,,20020524.0,8430200.0,,RUA,PROF. FELIX CANTALICE,133,CENTRO,CENTRO,58213000.0,PB,2137.0,83.0,2771123,,,83.0,2771123,,,,2137.0,PIRPIRITUBA
05074663000174,90003,05074663,05074663,0001,74,1.0,INSTITUTO DE PREVIDENCIA MUNICIPAL DE PIRPIRITUBA,2.0,20190218.0,0.0,,,20020524.0,8430200.0,,RUA,PROF. FELIX CANTALICE,133,CENTRO,CENTRO,58213000.0,PB,2137.0,83.0,2771123,,,83.0,2771123,,,,2137.0,PIRPIRITUBA
05092848000101,90101,05092848,05092848,0001,01,1.0,,4.0,20190131.0,63.0,,,20020611.0,8513900.0,,,GRUTA SAO JOSE,S/N,SITIO PIACAS,ZONA RURAL,58370000.0,PB,2163.0,83.0,2801089,,,83.0,2801089,prefeiturasalgado@ig.com.br,,,2163.0,SALGADO DE SAO FELIX
05096767000180,70001,05096767,05096767,0001,80,1.0,CAE GUARABIRA,2.0,20020607.0,0.0,,,20020607.0,8513900.0,,RUA,JOSE AMERICO,S/N,,NORDESTE I,58200000.0,PB,2027.0,,,,,83.0,2712024,pmgba@uol.com.br,,,2027.0,GUARABIRA
05216802000157,601178,05216802,05216802,0001,57,1.0,IMPRESB - INST. MUNIC. DE PREVIDENCIA DE SAO BENTO,2.0,20020814.0,0.0,,,20020814.0,8430200.0,,AVENIDA,TERTULIANO DE BRITO,845,,CENTRO,58865000.0,PB,2179.0,83.0,34441372,,,83.0,4442016,IMPRESB@GMAIL.COM,,,2179.0,SAO BENTO
05216802000157,90201,05216802,05216802,0001,57,1.0,IMPRESB - INST. MUNIC. DE PREVIDENCIA DE SAO BENTO,2.0,20020814.0,0.0,,,20020814.0,8430200.0,,AVENIDA,TERTULIANO DE BRITO,845,,CENTRO,58865000.0,PB,2179.0,83.0,34441372,,,83.0,4442016,IMPRESB@GMAIL.COM,,,2179.0,SAO BENTO
05244679000188,101153,05244679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05244679000188,90004,05244679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05291370000149,100001,05291370,05291370,0001,49,1.0,CMDRS DE SERRARIA,2.0,20020219.0,0.0,,,20020219.0,8411600.0,,PRACA,ANTONIO BENTO,SN,TERREO,CENTRO,58395000.0,PB,2219.0,83.0,2751059,,,83.0,2751059,,,,2219.0,SERRARIA
05325381000100,50001,05325381,05325381,0001,00,1.0,,2.0,20021008.0,0.0,,,20021008.0,8690999.0,,RUA,GREGORIO BEZERRA,S/N,TERREO,JARDIM ADALGIZA,58900000.0,PB,1975.0,,,,,,,,,,1975.0,CAJAZEIRAS
05408201000146,90001,05408201,05408201,0001,46,1.0,,2.0,20221019.0,0.0,,,20020924.0,8513900.0,,RUA,PEDRO ABRANTES FERREIRA,SN,,CENTRO,58820000.0,PB,2069.0,83.0,5481035,,,83.0,5481038,,,,2069.0,LASTRO
05410610000187,70001,05410610,05410610,0001,87,1.0,FUNDACAO CARLOS VIDAL DE NEGREIROS - FCVN,4.0,20190116.0,63.0,,,20021128.0,9430800.0,"9493600,9499500",RUA,PROFESSOR LUIZ DE QUEIROZ,82,,CENTRO,58670000.0,PB,2031.0,,,,,,,,,,2031.0,GURJAO
05456092000132,100001,05456092,05456092,0001,32,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,20030108.0,0.0,,,20030108.0,8690999.0,,RUA,RAUL DA COSTA LEAO,S/N,,CENTRO,58580000.0,PB,2211.0,83.0,3541000,,,83.0,3541000,,,,2211.0,SERRA BRANCA
05489626000127,100001,05489626,05489626,0001,27,1.0,PREV-SAPE,2.0,20030203.0,0.0,,,20030203.0,8430200.0,,RUA,LOURIVAL LACERDA,43,,CENTRO,58340000.0,PB,2207.0,83.0,99558868,,,83.0,2833636,PREVSAPEPB@IG.COM.BR,,,2207.0,SAPE
05497410000103,60001,05497410,05497410,0001,03,1.0,F.M.S.C,2.0,20051103.0,0.0,,,20030206.0,9430800.0,"9493600,9499500",RUA,PADRE MANOEL OTAVIANO,S/N,TERREO,CENTRO,58970000.0,PB,1989.0,,,,,,,,,,1989.0,CONCEICAO
05508993000120,301139,05508993,05508993,0001,20,1.0,IPAM,2.0,20190517.0,0.0,,,19940221.0,8430200.0,,RUA,DR MANOEL ALVES,140,,CENTRO,58328000.0,PB,2125.0,81.0,36351165,,,,,,,,2125.0,PEDRAS DE FOGO
05508993000120,90003,05508993,05508993,0001,20,1.0,IPAM,2.0,20190517.0,0.0,,,19940221.0,8430200.0,,RUA,DR MANOEL ALVES,140,,CENTRO,58328000.0,PB,2125.0,81.0,36351165,,,,,,,,2125.0,PEDRAS DE FOGO
05523727000177,101015,05523727,05523727,0001,77,1.0,FEPAMA,2.0,19941229.0,0.0,,,19941229.0,8411600.0,,AVENIDA,MONS WALFREDO LEAL,181,,TAMBIA,58020540.0,PB,2051.0,83.0,2185594,,,,,,,,2051.0,JOAO PESSOA
05523727000177,420001,05523727,05523727,0001,77,1.0,FEPAMA,2.0,19941229.0,0.0,,,19941229.0,8411600.0,,AVENIDA,MONS WALFREDO LEAL,181,,TAMBIA,58020540.0,PB,2051.0,83.0,2185594,,,,,,,,2051.0,JOAO PESSOA
05525298000177,50001,05525298,05525298,0001,77,1.0,FMAS,2.0,19960208.0,0.0,,,19960208.0,8800600.0,,RUA,ANACLETO VITURINO,S/N,S/N,CENTRO,58100100.0,PB,1965.0,83.0,2283939,,,,,,,,1965.0,CABEDELO
05562774000120,101002,05562774,05562774,0001,20,1.0,CAMARA MUNICIPAL DE SUME,2.0,19511130.0,0.0,,,19511130.0,8411600.0,,RUA,ALICE JAPIASSU DE QUEIROZ,32,,CENTRO,58540000.0,PB,2227.0,83.0,30632745,,,,,CONSULTORIACONTABIL@KATIALUCIANA.COM,,,2227.0,SUME
05562774000120,101212,05562774,05562774,0001,20,1.0,CAMARA MUNICIPAL DE SUME,2.0,19511130.0,0.0,,,19511130.0,8411600.0,,RUA,ALICE JAPIASSU DE QUEIROZ,32,,CENTRO,58540000.0,PB,2227.0,83.0,30632745,,,,,CONSULTORIACONTABIL@KATIALUCIANA.COM,,,2227.0,SUME
05564825000152,101001,05564825,05564825,0001,52,1.0,,2.0,19920620.0,0.0,,,19920620.0,8411600.0,,RUA,JOSE FRANCISCO VIEIRA DE FIGUEIREDO,84,TERREO,AREIAS,58806210.0,PB,2225.0,,,,,,,,,,2225.0,SOUSA
05622735000170,90003,05622735,05622735,0001,70,1.0,,2.0,20030401.0,0.0,,,20030401.0,8800600.0,,AVENIDA,JOAO AGRIPINO FILHO,S/N,,OURO BRANCO,58765000.0,PB,2127.0,83.0,4522505,,,,,,,,2127.0,PIANCO
05622754000105,90003,05622754,05622754,0001,05,1.0,,2.0,20030414.0,0.0,,,20030414.0,8800600.0,,RUA,JOAO AGRIPINO FILHO,SN,,OURI BRANCO,58765000.0,PB,2127.0,83.0,4522505,,,,,,,,2127.0,PIANCO
05626697000124,101001,05626697,05626697,0001,24,1.0,SECRETARIA MUNICIPAL DE SAUDE DE SOUSA - PB,2.0,20030414.0,0.0,,,20030414.0,8411600.0,,RUA,CONEGO JOSE VIANA,37,SALA/,CENTRO,58803160.0,PB,2225.0,83.0,5222684,,,83.0,5222684,,,,2225.0,SOUSA
05626697000124,601211,05626697,05626697,0001,24,1.0,SECRETARIA MUNICIPAL DE SAUDE DE SOUSA - PB,2.0,20030414.0,0.0,,,20030414.0,8411600.0,,RUA,CONEGO JOSE VIANA,37,SALA/,CENTRO,58803160.0,PB,2225.0,83.0,5222684,,,83.0,5222684,,,,2225.0,SOUSA
05626697000205,101001,05626697,05626697,0002,05,2.0,FARMACIA POPULAR DE SOUSA,2.0,20050420.0,0.0,,,20050420.0,8411600.0,,RUA,ODOM BEZERRA,07,,CENTRO,58800130.0,PB,2225.0,83.0,35212754,,,83.0,35222684,alinegadelha@uol.com.br,,,2225.0,SOUSA
05635980000112,50001,05635980,05635980,0001,12,1.0,CMDDCA,2.0,20030509.0,0.0,,,20030509.0,8800600.0,,RUA,JANUNCIO FERREIRA,365,CASA,ALTO BRANCO,58100000.0,PB,1981.0,83.0,3106124,,,,,,,,1981.0,CAMPINA GRANDE
05752835000111,101015,05752835,05752835,0001,11,1.0,,2.0,20030605.0,0.0,,,20030605.0,8411600.0,,RUA,SAO RAFAEL,567,,CASTELO BRANCO,58030020.0,PB,2051.0,83.0,88622456,83.0,88765916.0,,,gilvandro.junior@hotmail.com,,,2051.0,JOAO PESSOA
05752835000111,70001,05752835,05752835,0001,11,1.0,,2.0,20030605.0,0.0,,,20030605.0,8411600.0,,RUA,SAO RAFAEL,567,,CASTELO BRANCO,58030020.0,PB,2051.0,83.0,88622456,83.0,88765916.0,,,gilvandro.junior@hotmail.com,,,2051.0,JOAO PESSOA
05759468000188,70001,05759468,05759468,0001,88,1.0,FUNDO MUNICIPAL DE SAUDE,2.0,19920619.0,0.0,,,19920619.0,8411600.0,,AVENIDA,DR. JOSE CELINO FILHO,S/N,,CENTRO,58763000.0,PB,2019.0,83.0,4261085,,,83.0,4261083,smsemas@saude.pb.gov.br,,,2019.0,EMAS
05830824000102,101015,05830824,05830824,0001,02,1.0,SECULT,2.0,20030613.0,0.0,,,20030613.0,8411600.0,,RUA,ABDIAS GOMES DE ALMEIDA 800,800,,TAMBAUZINHO,58042900.0,PB,2051.0,83.0,32148100,83.0,88541414.0,83.0,32223024,C9ROL@HOTMAIL.COM,,,2051.0,JOAO PESSOA
05830824000102,330001,05830824,05830824,0001,02,1.0,SECULT,2.0,20030613.0,0.0,,,20030613.0,8411600.0,,RUA,ABDIAS GOMES DE ALMEIDA 800,800,,TAMBAUZINHO,58042900.0,PB,2051.0,83.0,32148100,83.0,88541414.0,83.0,32223024,C9ROL@HOTMAIL.COM,,,2051.0,JOAO PESSOA
06068759000192,90002,06068759,06068759,0001,92,1.0,SEDUC-MONTADAS,2.0,19981130.0,0.0,,,19981130.0,8411600.0,,RUA,JOSE CIRINO DA SILVA,171,,CENTRO,58145000.0,PB,2091.0,83.0,3811055,,,83.0,3811055,,,,2091.0,MONTADAS
06068938000120,60001,06068938,06068938,0001,20,1.0,,2.0,20030507.0,0.0,,,20030507.0,8411600.0,,,CENTRO ADM. INTEGRADO WILSON LEITE BRAGA,SN,,SAO JOSE,58970000.0,PB,1989.0,83.0,4532450,,,83.0,4532275,,,,1989.0,CONCEICAO
06068960000170,80001,06068960,06068960,0001,70,1.0,SEDEC,2.0,20010531.0,0.0,,,20010531.0,8513900.0,8412400,RUA,DIOGENES CHIANCA,1777,CENTRO ADM. MUNICIPAL,AGUA FRIA,58053900.0,PB,2051.0,83.0,2189272,,,83.0,218 9274,sedec@joaopessoa.pb.br,,,2051.0,JOAO PESSOA
